Name,Sex,Age,Height,Weight,Year,Event,Medal
Juan Carlos de la Ossa Yunta,M,31,168,50,2008,"10,000 metres",NA
Santiago de la Parte de las Cuevas,M,35,166,58,1984,Marathon,NA
Carlos de la Torre Allariz,M,26,170,58,1992,"10,000 metres",NA
Carlos de la Torre Allariz,M,30,170,58,1996,"10,000 metres",NA
"Catharina Lucia Maria ""Karin"" de Lange",F,28,170,63,1992,200 metres,NA
"duard ""Eddy"" De Leeuw",M,24,190,73,1980,400 metres,NA
Eddy de Lpine,M,20,175,73,2004,100 metres,NA
"Elizabeth ""Bessey"" de Ltourdie",F,18,164,53,1980,100 metres,NA
"Elizabeth ""Bessey"" de Ltourdie",F,18,164,53,1980,200 metres,NA
Flvia Maria de Lima,F,23,176,65,2016,800 metres,NA
Jailma Sales de Lima,F,29,174,65,2016,400 metres,NA
Vanderlei Cordeiro de Lima,M,26,168,54,1996,Marathon,NA
Vanderlei Cordeiro de Lima,M,31,168,54,2000,Marathon,NA
Vanderlei Cordeiro de Lima,M,35,168,54,2004,Marathon,Bronze
Vicente Lenlson de Lima,M,23,166,66,2000,100 metres,NA
Vicente Lenlson de Lima,M,27,166,66,2004,100 metres,NA
Vicente Lenlson de Lima,M,31,166,66,2008,100 metres,NA
Eleonora Costa Soares de Mendona,F,35,165,56,1984,Marathon,NA
Srgio Matias Franco de Menezes,M,23,180,78,1988,400 metres,NA
Srgio Matias Franco de Menezes,M,27,180,78,1992,200 metres,NA
Baslio Emdio de Moraes Jnior,M,22,178,71,2004,200 metres,NA
Lucimar Aparecida de Moura,F,30,167,63,2004,200 metres,NA
Lucimar Aparecida de Moura,F,34,167,63,2008,100 metres,NA
Carmen Sousa de Oliveira Furtado,F,26,160,46,1992,"10,000 metres",NA
Carmen Sousa de Oliveira Furtado,F,30,160,46,1996,Marathon,NA
Edgar Martins de Oliveira,M,24,180,67,1992,"1,500 metres",NA
Edgar Martins de Oliveira,M,28,180,67,1996,"1,500 metres",NA
Raphael Raymundo de Oliveira,M,21,170,68,2000,100 metres,NA
Colleen Stella de Reuck (Lindeque-),F,28,164,47,1992,Marathon,NA
Colleen Stella de Reuck (Lindeque-),F,32,164,47,1996,"10,000 metres",NA
Colleen Stella de Reuck (Lindeque-),F,36,164,47,2000,Marathon,NA
Colleen Stella de Reuck (Lindeque-),F,40,164,47,2004,Marathon,NA
Neil De Silva,M,22,175,75,1992,200 metres,NA
Neil De Silva,M,26,175,75,1996,200 metres,NA
Neil De Silva,M,26,175,75,1996,400 metres,NA
Neil De Silva,M,30,175,75,2000,400 metres,NA
Grson Andrade de Souza,M,25,176,74,1984,400 metres,NA
Grson Andrade de Souza,M,29,176,74,1988,400 metres,NA
Hudson Santos de Souza,M,23,181,64,2000,"1,500 metres",NA
Hudson Santos de Souza,M,27,181,64,2004,"1,500 metres",NA
Hudson Santos de Souza,M,31,181,64,2008,"1,500 metres",NA
Jos Teles de Souza,M,37,163,58,2008,Marathon,NA
Sidney Telles de Souza,M,25,183,65,1992,200 metres,NA
Sidney Telles de Souza,M,25,183,65,1992,400 metres,NA
Solange Cordeiro de Souza,F,27,156,43,1996,Marathon,NA
Toms de Teresa Colina,M,20,183,73,1988,800 metres,NA
Toms de Teresa Colina,M,23,183,73,1992,800 metres,NA
Lydia de Vega Mercado,F,19,170,52,1984,100 metres,NA
Lydia de Vega Mercado,F,19,170,52,1984,200 metres,NA
Lydia de Vega Mercado,F,23,170,52,1988,100 metres,NA
Nathalie De Vos,F,25,152,43,2008,"10,000 metres",NA
"Pierre Eric Omar ""Peppie"" de Windt",M,21,185,83,2004,100 metres,NA
Gunaratna Chintaki De Zoysa,M,24,168,58,1996,100 metres,NA
Bruce William Deacon,M,29,166,56,1996,Marathon,NA
Bruce William Deacon,M,33,166,56,2000,Marathon,NA
Mark Deady,M,21,188,71,1988,"1,500 metres",NA
Marcell Dek Nagy,M,20,186,73,2012,400 metres,NA
Asfaw Deble,M,25,174,61,1980,400 metres,NA
Mary Thereza Decker-Slaney (-Tabb-),F,30,168,51,1988,"1,500 metres",NA
Mary Thereza Decker-Slaney (-Tabb-),F,37,168,51,1996,"5,000 metres",NA
Andrea Deelstra,F,31,164,46,2016,Marathon,NA
Meseret Defar Tola,F,20,159,42,2004,"5,000 metres",Gold
Meseret Defar Tola,F,24,159,42,2008,"5,000 metres",Bronze
Meseret Defar Tola,F,28,159,42,2012,"5,000 metres",Gold
Damien Degboe,M,NA,NA,NA,1980,"1,500 metres",NA
"Rodney ""Rod"" DeHaven",M,33,172,58,2000,Marathon,NA
Hind Dhiba (Chahyd-),F,25,162,43,2004,"1,500 metres",NA
Joachim Dehmel,M,27,190,72,1996,800 metres,NA
Veerle Dejaeghere,F,27,159,46,2000,"1,500 metres",NA
Veerle Dejaeghere,F,43,159,46,2016,Marathon,NA
Stanly Jos del Carmen Cruz,M,20,163,62,2016,200 metres,NA
Mara del Pilar-Menndez de Cox,F,33,153,44,1988,Marathon,NA
Isidro del Prado,M,25,176,73,1984,400 metres,NA
Sinad Delahunty (-Evans),F,25,176,57,1996,"1,500 metres",NA
Sinad Delahunty (-Evans),F,29,176,57,2000,"1,500 metres",NA
Jone Delai,M,28,172,77,1996,100 metres,NA
Pierre Dlze,M,21,175,62,1980,"1,500 metres",NA
Pierre Dlze,M,25,175,62,1984,"1,500 metres",NA
Pierre Dlze,M,29,175,62,1988,"5,000 metres",NA
Delfina Joaquim Nalussinga Cassinda,F,20,NA,NA,2000,800 metres,NA
Patrick Delice,M,20,184,77,1988,400 metres,NA
Patrick Delice,M,24,184,77,1992,400 metres,NA
Valentina Delion,F,34,169,60,2008,Marathon,NA
"Joseph Nathaniel ""Joe"" DeLoach, Jr.",M,21,182,76,1988,200 metres,Gold
Francis Demarthon,M,29,178,65,1980,400 metres,NA
Yigrem Demelash,M,22,167,48,2016,"10,000 metres",NA
Dominic Demeritte,M,22,178,84,2000,200 metres,NA
Dominic Demeritte,M,26,178,84,2004,200 metres,NA
Merima Denboba,F,21,168,48,1996,"5,000 metres",NA
Deng Haiyang,M,23,170,65,2008,Marathon,NA
Dadi Denis,M,27,185,78,2004,400 metres,NA
"Robert Neil ""Rob"" Denmark",M,23,174,60,1992,"5,000 metres",NA
"Robert Neil ""Rob"" Denmark",M,31,174,60,2000,"10,000 metres",NA
Breda Dennehy-Willis,F,30,175,53,2000,"5,000 metres",NA
Breda Dennehy-Willis,F,30,175,53,2000,"10,000 metres",NA
Robert M. Dennis,M,21,177,77,1996,100 metres,NA
Martin Dent,M,33,180,69,2012,Marathon,NA
Mireille Dereboba-Ngaisset,F,18,172,NA,2008,800 metres,NA
Betlhem Desalegn Belayneh,F,20,160,55,2012,"1,500 metres",NA
Eseosa Fostine Desalu,M,22,180,67,2016,200 metres,NA
Ronald Desruelles,M,29,186,81,1984,100 metres,NA
Bereket Desta Gebretsadik,M,22,180,63,2012,400 metres,NA
Jean-Marc Destine,M,23,184,73,1996,800 metres,NA
Marie-Christine Deurbroeck,F,27,162,56,1984,Marathon,NA
Elsa Devassoigne (-Black-),F,22,170,52,1992,400 metres,NA
Yolanda Gail L. Devers (-Roberts),F,25,160,55,1992,100 metres,Gold
Yolanda Gail L. Devers (-Roberts),F,29,160,55,1996,100 metres,Gold
Yolanda Gail L. Devers (-Roberts),F,37,160,55,2004,100 metres,NA
Borislav Devi,M,33,173,69,1996,Marathon,NA
Marlon Ronald Devonish,M,24,183,76,2000,200 metres,NA
Marlon Ronald Devonish,M,32,183,76,2008,200 metres,NA
Marilyn A. Dewarder,F,28,168,56,1988,400 metres,NA
Saraswati Amit Dey-Saha,F,24,154,53,2004,200 metres,NA
Kobala Vithanage Damayanthi Dharsha,F,17,169,58,1992,100 metres,NA
Kobala Vithanage Damayanthi Dharsha,F,17,169,58,1992,200 metres,NA
Kobala Vithanage Damayanthi Dharsha,F,25,169,58,2000,400 metres,NA
Kobala Vithanage Damayanthi Dharsha,F,29,169,58,2004,400 metres,NA
Paul Joseph Anthony Di Bella,M,23,178,68,2000,100 metres,NA
Alberico Di Cecco,M,30,173,62,2004,Marathon,NA
Gennaro Di Napoli,M,20,182,62,1988,"1,500 metres",NA
Gennaro Di Napoli,M,24,182,62,1992,"1,500 metres",NA
Gennaro Di Napoli,M,28,182,62,1996,"5,000 metres",NA
N'Dye Binta Dia,F,19,160,55,1992,100 metres,NA
El-Mehdi Sallah Ahmad Diab,M,NA,160,58,1980,400 metres,NA
Sahily Diago Mesa,F,20,169,49,2016,800 metres,NA
Mohamed Diakit,M,22,176,69,1980,400 metres,NA
Soriba Diakit,M,23,178,78,1992,100 metres,NA
Boubacar Diallo,M,25,176,65,1980,100 metres,NA
Boubacar Diallo,M,25,176,65,1980,200 metres,NA
Boubacar Diallo,M,29,176,65,1984,400 metres,NA
Emily Jane Diamond,F,25,173,58,2016,400 metres,NA
Judith Patricia Diankolla-Missengu,F,20,180,60,1988,100 metres,NA
Judith Patricia Diankolla-Missengu,F,20,180,60,1988,200 metres,NA
Aminata Diarra,F,18,NA,NA,1988,100 metres,NA
Aminata Diarra,F,18,NA,NA,1988,200 metres,NA
Ousmane Diarra,M,24,185,73,1988,400 metres,NA
Ousmane Diarra,M,21,186,82,1988,100 metres,NA
Ousmane Diarra,M,21,186,82,1988,200 metres,NA
Ousmane Diarra,M,25,186,82,1992,100 metres,NA
Ousmane Diarra,M,25,186,82,1992,200 metres,NA
Ousmane Diarra,M,29,186,82,1996,100 metres,NA
Ousmane Diarra,M,29,186,82,1996,200 metres,NA
Maria Albertina da Costa Dias (-Pereira),F,23,163,48,1988,"10,000 metres",NA
Maria Albertina da Costa Dias (-Pereira),F,27,163,48,1992,"10,000 metres",NA
Maria Albertina da Costa Dias (-Pereira),F,31,163,48,1996,Marathon,NA
Ana Maria Guerreiro Dias,F,22,165,52,1996,"5,000 metres",NA
Ana Maria Guerreiro Dias,F,26,165,52,2000,"10,000 metres",NA
Ana Maria Guerreiro Dias,F,30,165,52,2004,Marathon,NA
Ana Maria Guerreiro Dias,F,34,165,52,2008,Marathon,NA
Andrs Manuel Daz Daz,M,27,187,71,1996,800 metres,NA
Andrs Manuel Daz Daz,M,31,187,71,2000,"1,500 metres",NA
Azucena Daz Calvo,F,33,163,55,2016,Marathon,NA
Leda Daz de Cano,F,37,166,58,1984,Marathon,NA
Mara del Carmen Daz Mancilla,F,26,158,46,1996,Marathon,NA
Mauricio Hernn Daz Castro,M,32,171,59,2000,"10,000 metres",NA
Roxana Tomasa Daz Snchez,F,27,169,65,2008,200 metres,NA
Ejegayehu Dibaba Keneni,F,22,162,47,2004,"10,000 metres",Silver
Ejegayehu Dibaba Keneni,F,26,162,47,2008,"10,000 metres",NA
Genzebe Dibaba Keneni,F,21,168,52,2012,"1,500 metres",NA
Genzebe Dibaba Keneni,F,25,168,52,2016,"1,500 metres",Silver
Mare Dibaba Hurssa (-Ibrahimova-),F,22,156,45,2012,Marathon,NA
Mare Dibaba Hurssa (-Ibrahimova-),F,26,156,45,2016,Marathon,Bronze
Tirunesh Dibaba Keneni,F,19,166,50,2004,"5,000 metres",Bronze
Tirunesh Dibaba Keneni,F,23,166,50,2008,"5,000 metres",Gold
Tirunesh Dibaba Keneni,F,23,166,50,2008,"10,000 metres",Gold
Tirunesh Dibaba Keneni,F,27,166,50,2012,"5,000 metres",Bronze
Tirunesh Dibaba Keneni,F,27,166,50,2012,"10,000 metres",Gold
Tirunesh Dibaba Keneni,F,31,166,50,2016,"10,000 metres",Bronze
Wyndell Douglas Dickinson,M,28,183,86,1992,200 metres,NA
Boubout Dieng,M,30,NA,NA,1992,200 metres,NA
Fatou Dieng,F,16,165,63,2000,100 metres,NA
Mariana Dinkova Dimitrova,F,22,173,62,2004,400 metres,NA
Euripidis Dimosthenous,M,23,180,70,1996,400 metres,NA
Euripidis Dimosthenous,M,27,180,70,2000,400 metres,NA
"Stylianos ""Stelios"" Dimotsios",M,29,183,81,2004,400 metres,NA
Grace Ann Dinkins,F,17,170,54,1984,100 metres,NA
Grace Ann Dinkins,F,29,170,54,1996,400 metres,NA
Grace Ann Dinkins,F,34,170,54,2000,100 metres,NA
Belayneh Dinsamo,M,30,168,62,1996,Marathon,NA
Ada Diop,F,29,164,59,2000,200 metres,NA
Aminata Diouf,F,23,172,60,2000,100 metres,NA
Cheikh Touradou Diouf,M,24,175,68,1980,200 metres,NA
Justice Dipeba,M,22,176,62,1996,200 metres,NA
"Antonius Marinus Hendricus Maria ""Tonnie"" Dirks",M,31,176,62,1992,Marathon,NA
Dieudonn Disi,M,25,168,57,2004,"10,000 metres",NA
Dieudonn Disi,M,29,168,57,2008,"10,000 metres",NA
Sriyantha Subash A. Dissanayake,M,23,176,66,1992,100 metres,NA
Sriyantha Subash A. Dissanayake,M,23,176,66,1992,200 metres,NA
Constantina Di-Tomescu,F,34,160,48,2004,Marathon,NA
Constantina Di-Tomescu,F,38,160,48,2008,Marathon,Gold
Constantina Di-Tomescu,F,42,160,48,2012,Marathon,NA
Zachariah Ditetso,M,27,171,58,1992,"5,000 metres",NA
Nancy Jane Ditz (-Mosbacher),F,34,165,51,1988,Marathon,NA
Walter Dix,M,22,175,80,2008,100 metres,Bronze
Walter Dix,M,22,175,80,2008,200 metres,Bronze
Alyson Dixon,F,37,155,43,2016,Marathon,NA
Diane Lynn Dixon (-Trouse),F,23,165,54,1988,400 metres,NA
"Rodney Phillip ""Rod"" Dixon",M,34,186,70,1984,Marathon,NA
Jn Diriksson,M,25,194,79,1980,800 metres,NA
Jn Diriksson,M,25,194,79,1980,"1,500 metres",NA
Hadhari Djaffar Saindou,M,17,180,60,1996,200 metres,NA
Hadhari Djaffar Saindou,M,21,180,60,2000,100 metres,NA
Hadhari Djaffar Saindou,M,25,180,60,2004,100 metres,NA
Houssein Djama Egueh,M,24,180,60,1992,"1,500 metres",NA
Patricia Djat-Taillard,F,25,173,58,1996,800 metres,NA
Leslie Djhone,M,23,187,76,2004,400 metres,NA
Leslie Djhone,M,27,187,76,2008,400 metres,NA
Menzi Dlamini,M,33,167,80,2004,200 metres,NA
Sipho Dlamini,M,19,180,65,1992,800 metres,NA
Sipho Dlamini,M,19,180,65,1992,"1,500 metres",NA
Temalangeni Mbali Dlamini,F,21,168,58,2008,400 metres,NA
Vusie Thomas Dlamini,M,26,NA,NA,1984,800 metres,NA
Vusie Thomas Dlamini,M,30,NA,NA,1988,Marathon,NA
Norman Dlomo,M,33,165,55,2008,Marathon,NA
Lyudmila Leonidovna Dmitriady (Lapshina-),F,27,162,57,1996,100 metres,NA
Lyudmila Leonidovna Dmitriady (Lapshina-),F,27,162,57,1996,200 metres,NA
Ismnia do Frederico,F,25,154,49,1996,100 metres,NA
Ismnia do Frederico,F,29,154,49,2000,100 metres,NA
Norbert Dobeleit,M,24,185,82,1988,200 metres,NA
Konrad Waldemar Dobler,M,35,178,63,1992,Marathon,NA
Konrad Waldemar Dobler,M,39,178,63,1996,Marathon,NA
Gbor Dobos,M,28,180,85,2004,100 metres,NA
Lisa Jane Dobriskey (Soos-),F,24,171,56,2008,"1,500 metres",NA
Lisa Jane Dobriskey (Soos-),F,28,171,56,2012,"1,500 metres",NA
Ian Dobson,M,26,188,70,2008,"5,000 metres",NA
Gulsara Dodoboeva,F,20,160,47,1996,Marathon,NA
Gulsara Dodoboeva,F,24,160,47,2000,Marathon,NA
Gulsara Dodoboeva,F,28,160,47,2004,Marathon,NA
Jeremy Dodson,M,28,180,72,2016,200 metres,NA
Bahar Doan,F,33,155,48,2008,Marathon,NA
Bahar Doan,F,37,155,48,2012,Marathon,NA
John James Doherty,M,27,175,60,1988,"5,000 metres",NA
John James Doherty,M,31,175,60,1992,"5,000 metres",NA
Sean Dollman,M,23,NA,77,1992,"10,000 metres",NA
Sean Dollman,M,27,NA,77,1996,"10,000 metres",NA
Vladyslav Dolohodin,M,24,188,83,1996,200 metres,NA
James William Dolphin,M,25,183,79,2008,200 metres,NA
Marina Frantsevna Domantsevich,F,32,162,51,2016,Marathon,NA
Marta Domnguez Azpeleta,F,20,163,52,1996,"1,500 metres",NA
Marta Domnguez Azpeleta,F,24,163,52,2000,"5,000 metres",NA
"Christopher Lindsey ""Chris"" Donaldson",M,21,188,80,1996,100 metres,NA
"Christopher Lindsey ""Chris"" Donaldson",M,21,188,80,1996,200 metres,NA
Mireille Donders (-Gigandet),F,22,166,53,1996,100 metres,NA
Mireille Donders (-Gigandet),F,22,166,53,1996,200 metres,NA
Mireille Donders (-Gigandet),F,26,166,53,2000,100 metres,NA
Mireille Donders (-Gigandet),F,26,166,53,2000,200 metres,NA
Dong Guojian,M,25,170,55,2012,Marathon,NA
Dong Guojian,M,29,170,55,2016,Marathon,NA
Dong Xiaoqin,F,25,164,47,2008,"10,000 metres",NA
Guillermo Dongo,M,18,180,75,2000,100 metres,NA
Erin Leigh Donohue,F,25,173,66,2008,"1,500 metres",NA
Paul Donovan,M,21,179,63,1984,"1,500 metres",NA
Paul Donovan,M,29,179,63,1992,"5,000 metres",NA
Eleni Donta-Bali,F,28,170,52,2008,Marathon,NA
Valdas Dopolskas,M,24,183,69,2016,Marathon,NA
Gabriella Dorio (-Spigarolo),F,23,168,55,1980,800 metres,NA
Gabriella Dorio (-Spigarolo),F,23,168,55,1980,"1,500 metres",NA
Gabriella Dorio (-Spigarolo),F,27,168,55,1984,800 metres,NA
Gabriella Dorio (-Spigarolo),F,27,168,55,1984,"1,500 metres",Gold
Juana Katrin Drre-Heinig,F,26,170,57,1988,Marathon,Bronze
Juana Katrin Drre-Heinig,F,30,170,57,1992,Marathon,NA
Juana Katrin Drre-Heinig,F,34,170,57,1996,Marathon,NA
"Viviane Dorsile (-El Haddad, -Tual)",F,25,170,58,1992,800 metres,NA
"Viviane Dorsile (-El Haddad, -Tual)",F,29,170,58,1996,800 metres,NA
Anderson Jorge Oliveira dos Santos,M,32,186,69,2004,400 metres,NA
Diamantino Silveira dos Santos,M,27,166,59,1988,Marathon,NA
Diamantino Silveira dos Santos,M,31,166,59,1992,Marathon,NA
Diamantino Silveira dos Santos,M,35,166,59,1996,Marathon,NA
Evelyn Carolina de Oliveira dos Santos,F,23,172,52,2008,200 metres,NA
Evelyn Carolina de Oliveira dos Santos,F,27,172,52,2012,200 metres,NA
Luiz Antnio dos Santos,M,32,168,65,1996,Marathon,NA
Marlson Gomes dos Santos,M,31,174,58,2008,Marathon,NA
Marlson Gomes dos Santos,M,34,174,58,2012,Marathon,NA
Marlson Gomes dos Santos,M,38,174,58,2016,Marathon,NA
Marily dos Santos,F,30,158,46,2008,Marathon,NA
Marily dos Santos,F,38,158,46,2016,Marathon,NA
Nelson Rocha dos Santos,M,28,168,51,1980,100 metres,NA
Nelson Rocha dos Santos,M,32,168,51,1984,100 metres,NA
"Osmiro ""Osmar"" Barbosa dos Santos",M,27,175,65,1996,400 metres,NA
"Osmiro ""Osmar"" Barbosa dos Santos",M,31,175,65,2000,800 metres,NA
"Osmiro ""Osmar"" Barbosa dos Santos",M,35,175,65,2004,800 metres,NA
Vtor Hugo Silva Mouro dos Santos,M,20,185,74,2016,100 metres,NA
Wilson David dos Santos,M,29,188,74,1984,400 metres,NA
Dou Zhaobo,M,20,175,65,2004,"1,500 metres",NA
Atle Thorold Lancelot Douglas,M,24,192,79,1992,800 metres,NA
Atle Thorold Lancelot Douglas,M,28,192,79,1996,800 metres,NA
Caimin Christian Douglas,M,23,179,82,2000,100 metres,NA
Dawnette Andrea Douglas,F,21,156,54,1992,100 metres,NA
Dawnette Andrea Douglas,F,21,156,54,1992,200 metres,NA
Montell Marcelle M. Douglas,F,22,175,67,2008,100 metres,NA
Sandra Marie Douglas,F,25,162,55,1992,400 metres,NA
"Stephanie Lana ""Stephi"" Douglas",F,23,166,60,1992,100 metres,NA
"Stephanie Lana ""Stephi"" Douglas",F,27,166,60,1996,100 metres,NA
Troy Douglas,M,25,172,76,1988,200 metres,NA
Troy Douglas,M,25,172,76,1988,400 metres,NA
Troy Douglas,M,29,172,76,1992,400 metres,NA
Troy Douglas,M,33,172,76,1996,200 metres,NA
Troy Douglas,M,33,172,76,1996,400 metres,NA
Ahmed Yves Douhou,M,19,190,94,1996,100 metres,NA
Ahmed Yves Douhou,M,23,190,94,2000,200 metres,NA
Carmen Ruth Douma-Hussar,F,27,172,57,2004,"1,500 metres",NA
Dimitra Dova,F,34,184,70,2008,400 metres,NA
Francis Horace Dove-Edwin,M,21,180,80,1988,100 metres,NA
Francis Horace Dove-Edwin,M,25,180,80,1992,200 metres,NA
Anatoliy Ivanovych Dovhal,M,24,174,73,2000,100 metres,NA
Charles Dramiga,M,26,NA,NA,1980,400 metres,NA
"Jessica Margaret Aida ""Jess"" Draskau-Petersson",F,34,170,62,2012,Marathon,NA
"Jessica Margaret Aida ""Jess"" Draskau-Petersson",F,38,170,62,2016,Marathon,NA
Rasa Drazdauskait,F,27,173,58,2008,Marathon,NA
Rasa Drazdauskait,F,31,173,58,2012,Marathon,NA
Rasa Drazdauskait,F,35,173,58,2016,Marathon,NA
Heike Gabriela Drechsler (Daute-),F,23,181,68,1988,100 metres,Bronze
Heike Gabriela Drechsler (Daute-),F,23,181,68,1988,200 metres,Bronze
Hamza Al-Driouch,M,17,178,61,2012,"1,500 metres",NA
Apisai Driu Baibai,M,21,181,70,1992,200 metres,NA
Apisai Driu Baibai,M,21,181,70,1992,400 metres,NA
Deena Michelle Drossin-Kastor,F,27,163,47,2000,"10,000 metres",NA
Deena Michelle Drossin-Kastor,F,31,163,47,2004,Marathon,Bronze
Deena Michelle Drossin-Kastor,F,35,163,47,2008,Marathon,NA
"Jonathan A. ""Jon"" Drummond",M,27,175,75,1996,100 metres,NA
"Jonathan A. ""Jon"" Drummond",M,32,175,75,2000,100 metres,NA
"Robertus Johannes ""Rob"" Druppers",M,26,186,70,1988,800 metres,NA
Monika Mariola Drybulska-Stefanowicz,F,24,160,46,2004,Marathon,NA
Monika Mariola Drybulska-Stefanowicz,F,28,160,46,2008,Marathon,NA
Monika Mariola Drybulska-Stefanowicz,F,36,160,46,2016,Marathon,NA
Elva Dryer (Martinez-),F,28,165,51,2000,"5,000 metres",NA
Elva Dryer (Martinez-),F,32,165,51,2004,"10,000 metres",NA
Danny D'Souza,M,20,165,65,2008,100 metres,NA
Giuseppe D'Urso,M,26,178,57,1996,800 metres,NA
Du Xiujie,F,24,176,64,1996,200 metres,NA
Du Xiujie,F,24,176,64,1996,400 metres,NA
Duan Xiuquan,M,21,171,55,1988,800 metres,NA
Duan Xiuquan,M,21,171,55,1988,"1,500 metres",NA
Gaily Dube,F,19,163,57,1988,100 metres,NA
Gaily Dube,F,19,163,57,1988,200 metres,NA
Gaily Dube,F,22,163,57,1992,100 metres,NA
Gaily Dube,F,22,163,57,1992,200 metres,NA
Glody Dube,M,22,175,62,2000,800 metres,NA
Glody Dube,M,26,175,62,2004,800 metres,NA
Winneth Dube,F,32,168,58,2004,100 metres,NA
Didier Dubois,M,23,178,68,1980,400 metres,NA
Olga Aleksandrovna Dubovskaya,F,28,170,52,2012,Marathon,NA
ric Dubus,M,30,186,72,1996,"1,500 metres",NA
Krista DuChene,F,39,167,54,2016,Marathon,NA
Dahlia Duhaney,F,22,168,54,1992,100 metres,NA
"Nataliya Stanislavovna ""Natasha"" Dukhnova",F,30,174,60,1996,800 metres,NA
"Nataliya Stanislavovna ""Natasha"" Dukhnova",F,30,174,60,1996,"1,500 metres",NA
"Nataliya Stanislavovna ""Natasha"" Dukhnova",F,34,174,60,2000,800 metres,NA
Lishan Dula Gemgchu,F,25,164,44,2012,Marathon,NA
Ware Kutre Dulecha,F,17,162,50,1996,800 metres,NA
Ware Kutre Dulecha,F,17,162,50,1996,"1,500 metres",NA
Ware Kutre Dulecha,F,22,162,50,2000,"1,500 metres",NA
Ware Kutre Dulecha,F,25,162,50,2004,"1,500 metres",NA
Magorzata Dunecka (Gajewska-),F,23,176,67,1980,400 metres,NA
"Leszek Ryszard ""Lech"" Dunecki",M,23,180,73,1980,100 metres,NA
"Leszek Ryszard ""Lech"" Dunecki",M,23,180,73,1980,200 metres,NA
Fitzroy Junior Dunkley,M,23,195,79,2016,400 metres,NA
Paula Dunn (-Thomas),F,23,157,46,1988,100 metres,NA
Paula Dunn (-Thomas),F,23,157,46,1988,200 metres,NA
Duo Bujie,M,22,175,55,2016,Marathon,NA
Aaron Dupnai,M,20,162,54,1988,"10,000 metres",NA
Aaron Dupnai,M,20,162,54,1988,Marathon,NA
Philippe Dupont,M,22,180,64,1980,800 metres,NA
Philippe Dupont,M,26,180,64,1984,800 metres,NA
Adrian Kent Russell Durant,M,19,173,68,2004,100 metres,NA
Joanne Elizabeth Durant (-Littleton),F,25,170,71,2000,100 metres,NA
Joanne Elizabeth Durant (-Littleton),F,25,170,71,2000,200 metres,NA
Walter During,M,NA,192,70,1980,200 metres,NA
Marie-Pierre Duros (-Toudret),F,25,160,45,1992,"1,500 metres",NA
Telesphore Dusabe,M,23,161,54,1988,Marathon,NA
Jorge Duvane,M,18,162,65,2000,800 metres,NA
Islam ugum,M,36,177,66,1996,Marathon,NA
"Patrick ""Pat"" Dwyer",M,22,186,81,2000,400 metres,NA
Maksim Sergeyevich Dyldin,M,21,175,68,2008,400 metres,NA
Maksim Sergeyevich Dyldin,M,25,175,68,2012,400 metres,NA
Kenneth Dzekedzeke,M,19,185,76,1988,800 metres,NA
Kenneth Dzekedzeke,M,19,185,76,1988,"1,500 metres",NA
Iliya Dzhivondov,M,22,183,74,2000,400 metres,NA
Satymkul Dzhumanazarov,M,28,168,56,1980,Marathon,Bronze
Brian Dzingai,M,23,167,67,2004,200 metres,NA
Brian Dzingai,M,27,167,67,2008,200 metres,NA
"Michael John ""Mike"" East",M,26,188,68,2004,"1,500 metres",NA
Sally Rose Eastall,F,29,161,48,1992,Marathon,NA
Jos Luis Ebatela Nvo,M,27,177,64,2000,"1,500 metres",NA
Jrgen Eberding,M,24,174,64,1980,Marathon,NA
Thomas Ebner,M,24,180,65,1996,"1,500 metres",NA
Roberto Carlos Echeverra Boutaud,M,32,167,55,2008,Marathon,NA
Brbel Eckert-Wckel,F,25,174,62,1980,200 metres,Gold
Gadissie Edato,F,27,156,43,2000,Marathon,NA
Tyrone Damien Edgar,M,26,183,84,2008,100 metres,NA
"David ""Dave"" Edge",M,29,170,55,1984,Marathon,NA
"David ""Dave"" Edge",M,33,170,55,1988,Marathon,NA
Werner Edler-Muhr,M,27,180,65,1996,"1,500 metres",NA
Muktar Edris Awel,M,22,171,60,2016,"5,000 metres",NA
